,Unnamed: 0,FoodID,NutrientID,NutrientValue,StandardError,NumberofObservations,NutrientSourceID,NutrientDateOfEntry,ID,NutrientCode,NutrientSymbol,NutrientUnit,NutrientName,Tagname,NutrientDecimals,need,NutrientGroup,dv
128500,128998,2037,301,30.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.03
160342,160857,2418,301,30.0,8.986,6.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.03
158291,158805,2397,301,30.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.03
148313,148820,2282,301,30.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.03
441002,442623,501835,301,31.0,,,102,2010-04-16,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.031
158988,159502,2404,301,31.0,2.851,11.0,0,2015-01-16,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.031
154592,155103,2360,301,32.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.032
161102,161617,2427,301,32.0,,0.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.032
337118,338215,4906,301,32.0,,2.0,0,2000-12-22,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.032
154515,155026,2359,301,32.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.032
128870,129368,2041,301,32.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.032
153984,154495,2353,301,32.0,1.293,8.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.032
151709,152219,2324,301,32.0,,0.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.032
125741,126239,2004,301,32.0,1.15,12.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.032
139947,140447,2180,301,33.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.033
164193,164714,2462,301,33.0,8.7,18.0,0,2015-01-27,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.033
144862,145365,2239,301,33.0,,1.0,0,2013-09-03,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.033
156525,157036,2380,301,33.0,1.12,75.0,0,2004-03-31,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.033
357475,358693,5412,301,33.0,2.597,8.0,0,2009-06-19,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.033
146690,147193,2262,301,33.0,1.257,18.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.033
134782,135280,2116,301,33.0,0.733,11.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.033
154424,154935,2358,301,33.0,1.409,6.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.033
432967,434560,501733,301,34.0,9.77,6.0,0,2009-06-29,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.034
329836,330908,4736,301,34.0,3.889,31.0,0,2009-06-19,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.034
160496,161011,2420,301,34.0,9.77,6.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.034
125645,126143,2003,301,34.0,,10.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.034
441093,442715,501836,301,34.0,,,102,2009-05-08,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.034
164296,164817,2463,301,34.0,2.259,40.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.034
139657,140156,2176,301,35.0,,0.0,0,2010-03-22,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.035
409400,410877,6184,301,35.0,,,4,2006-11-17,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.035
155336,155847,2368,301,35.0,1.184,66.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.035
139474,139973,2174,301,35.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.035
156953,157465,2384,301,35.0,0.769,3.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.035
145536,146039,2246,301,35.0,3.358,6.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.035
437808,439410,501801,301,36.0,1.62,30.0,0,2009-06-29,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.036
482076,484116,502351,301,36.0,,1.0,0,2013-09-03,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.036
335075,336170,4861,301,36.0,,2.0,0,2000-12-20,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.036
156851,157363,2383,301,36.0,0.793,5.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.036
151631,152141,2323,301,36.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.036
137687,138185,2152,301,36.0,2.776,4.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.036
159210,159725,2406,301,36.0,,2.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.036
146325,146828,2258,301,36.0,1.62,30.0,0,2004-03-31,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.036
134888,135386,2117,301,36.0,2.118,8.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.036
156427,156938,2379,301,36.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.036
140921,141421,2193,301,37.0,1.776,15.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.037
159272,159787,2407,301,37.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.037
140599,141099,2189,301,37.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.037
164695,165217,2467,301,37.0,1.124,56.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.037
431230,432823,501692,301,37.0,,0.0,0,2009-06-29,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.037
334500,335594,4854,301,37.0,,2.0,0,2000-12-20,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.037
155529,156040,2370,301,37.0,1.369,153.0,0,2010-03-22,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.037
145464,145967,2245,301,37.0,2.725,6.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.037
151852,152362,2326,301,37.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.037
145068,145571,2241,301,38.0,2.126,67.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.038
155728,156239,2372,301,38.0,1.027,4.0,0,2015-01-27,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.038
131528,132026,2073,301,38.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.038
148995,149502,2291,301,38.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.038
140547,141047,2188,301,39.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.039
493797,496001,502491,301,39.0,,1.0,0,2015-01-16,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.039
150703,151210,2313,301,39.0,,0.0,0,2010-03-22,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.039
139287,139786,2172,301,39.0,2.487,65.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.039
140671,141171,2190,301,39.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.039
157185,157698,2386,301,40.0,1.639,55.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.04
441244,442868,501838,301,40.0,,,102,2011-04-07,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.04
165878,166401,2480,301,40.0,3.918,4.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.04
156027,156538,2375,301,40.0,3.918,4.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.04
127874,128372,2029,301,41.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.041
127534,128032,2025,301,41.0,2.305,49.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.041
138576,139074,2163,301,41.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.041
139381,139880,2173,301,41.0,7.777,17.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.041
138422,138920,2161,301,41.0,,2.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.041
163269,163790,2452,301,41.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.041
130225,130723,2058,301,41.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.041
428908,430495,501663,301,41.0,,1.0,0,2009-06-29,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.041
432599,434192,501708,301,41.0,,0.0,0,2009-06-29,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.041
133466,133964,2099,301,41.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.041
417878,419416,6298,301,41.0,,,102,2007-06-29,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.041
137138,137636,2146,301,42.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.042
126991,127489,2019,301,42.0,2.588,40.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.042
126893,127391,2018,301,42.0,1.413,102.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.042
138498,138996,2162,301,42.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.042
157291,157804,2387,301,42.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.042
128306,128804,2035,301,42.0,2.941,3.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.042
125116,125614,1996,301,42.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.042
464415,466306,502137,301,43.0,11.483,4.0,0,2011-08-09,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.043
162639,163157,2444,301,43.0,,3.0,0,2013-09-03,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.043
418080,419619,501098,301,43.0,,,10,2007-09-14,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.043
150485,150992,2310,301,43.0,,2.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.043
433968,435563,501746,301,43.0,,1.0,0,2009-06-29,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.043
140740,141240,2191,301,43.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.043
145609,146112,2247,301,43.0,,2.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.043
148924,149431,2290,301,44.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.044
162980,163499,2449,301,44.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.044
155627,156138,2371,301,44.0,1.918,27.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.044
132116,132614,2081,301,44.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.044
154993,155504,2364,301,44.0,2.801,11.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.044
154140,154651,2355,301,45.0,,2.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.045
441452,443078,501841,301,45.0,,,102,2009-05-08,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.045
134987,135485,2118,301,45.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.045
136497,136995,2139,301,45.0,10.584,16.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.045
138864,139362,2167,301,45.0,14.305,5.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.045
128203,128701,2034,301,45.0,1.116,4.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.045
160850,161365,2424,301,46.0,17.686,5.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.046
434762,436359,501758,301,47.0,,0.0,0,2009-06-29,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.047
141476,141976,2200,301,47.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.047
155911,156422,2374,301,47.0,5.13,33.0,0,2004-03-31,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.047
153675,154186,2349,301,47.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.047
135946,136444,2133,301,48.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.048
154780,155291,2362,301,48.0,5.674,4.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.048
417010,418540,6280,301,48.0,2.51,28.0,0,2007-05-24,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.048
416909,418439,6279,301,48.0,2.51,28.0,0,2007-05-23,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.048
416803,418333,6278,301,48.0,2.51,28.0,0,2007-05-23,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.048
127971,128469,2030,301,49.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.049
153750,154261,2350,301,49.0,,2.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.049
133379,133877,2098,301,50.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.05
132049,132547,2080,301,50.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.05
137233,137731,2147,301,50.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.05
151796,152306,2325,301,51.0,9.435,3.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.051
127612,128110,2026,301,51.0,4.684,6.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.051
129736,130234,2052,301,51.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.051
357560,358779,5413,301,52.0,6.143,4.0,0,2010-03-22,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.052
132802,133300,2090,301,52.0,5.78,4.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.052
126584,127082,2014,301,52.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.052
138788,139286,2166,301,53.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.053
138732,139230,2165,301,53.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.053
410648,412135,6197,301,54.0,,3.0,0,2006-11-30,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.054
141633,142133,2202,301,54.0,,2.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.054
421915,423485,501548,301,54.0,,2.0,0,2008-06-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.054
144716,145219,2237,301,54.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.054
131994,132492,2079,301,55.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.055
409791,411271,6188,301,55.0,,,4,2006-11-17,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.055
453567,455337,502017,301,55.0,1.132,4.0,0,2010-03-12,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.055
167104,167627,2495,301,57.0,1.295,18.0,0,2015-01-27,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.057
167303,167826,2497,301,57.0,1.295,18.0,0,2015-01-27,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.057
139132,139631,2170,301,57.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.057
493813,496018,502492,301,57.0,,1.0,0,2015-01-16,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.057
135889,136387,2132,301,58.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.058
154067,154578,2354,301,58.0,12.592,3.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.058
126531,127029,2013,301,58.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.058
129825,130323,2053,301,58.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.058
128109,128607,2032,301,59.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.059
158195,158709,2396,301,59.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.059
142308,142808,2211,301,59.0,9.655,3.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.059
137310,137808,2148,301,59.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.059
141419,141919,2199,301,60.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.06
426708,428284,501635,301,61.0,,0.0,0,2009-06-29,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.061
152649,153160,2337,301,61.0,8.47,3.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.061
148187,148694,2280,301,61.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.061
132376,132874,2085,301,61.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.061
445081,446745,501886,301,61.0,3.033,3.0,0,2009-05-15,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.061
334881,335975,4859,301,61.0,,2.0,0,2000-12-20,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.061
161210,161726,2428,301,62.0,6.344,3.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.062
412353,413853,6218,301,63.0,,2.0,0,2006-11-30,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.063
132185,132683,2082,301,63.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.063
334437,335531,4853,301,65.0,,2.0,0,2000-12-20,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.065
131923,132421,2078,301,65.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.065
162238,162756,2440,301,65.0,,2.0,0,2001-03-22,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.065
141007,141507,2194,301,65.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.065
370333,371599,5605,301,67.0,,1.0,0,2013-05-22,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.067
142232,142732,2210,301,67.0,5.54,8.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.067
130424,130922,2061,301,69.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.069
425825,427401,501621,301,69.0,,1.0,0,2009-06-29,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.069
132240,132738,2083,301,69.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.069
141880,142380,2205,301,70.0,13.288,3.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.07
425180,426756,501613,301,72.0,,0.0,0,2009-06-29,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.072
128998,129496,2043,301,72.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.072
141712,142212,2203,301,72.0,,2.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.072
441313,442937,501839,301,73.0,,,102,2009-05-08,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.073
430516,432105,501684,301,77.0,5.51,18.0,0,2009-06-29,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.077
136111,136609,2135,301,77.0,5.51,18.0,0,2004-03-31,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.077
141063,141563,2195,301,78.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.078
144801,145304,2238,301,78.0,,1.0,0,2013-09-03,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.078
132299,132797,2084,301,81.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.081
142401,142901,2212,301,82.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.082
136010,136508,2134,301,82.0,4.5,4.0,0,2013-09-03,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.082
465549,467452,502150,301,83.0,1.761,272.0,0,2015-03-20,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.083
125070,125568,1995,301,84.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.084
145891,146394,2250,301,86.0,,2.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.086
130281,130779,2059,301,92.0,22.146,3.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.092
148733,149240,2287,301,93.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.093
128679,129177,2039,301,93.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.093
335254,336349,4863,301,97.0,,2.0,0,2000-12-20,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.097
130137,130635,2057,301,100.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.1
334360,335454,4851,301,100.0,,2.0,0,2000-12-20,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.1
135679,136177,2129,301,101.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.101
424168,425742,501600,301,102.0,,0.0,0,2009-06-29,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.102
148784,149291,2288,301,102.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.102
465031,466928,502143,301,103.0,,2.0,0,2011-08-11,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.103
128066,128564,2031,301,103.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.103
145802,146305,2249,301,107.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.107
357243,358461,5410,301,108.0,10.878,4.0,0,2009-06-19,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.108
147678,148182,2273,301,109.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.109
153582,154093,2348,301,110.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.11
133659,134157,2102,301,113.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.113
147239,147743,2268,301,114.0,,2.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.114
127287,127785,2022,301,114.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.114
423822,425395,501594,301,114.0,,1.0,0,2009-06-29,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.114
135451,135949,2126,301,115.0,7.347,5.0,0,2013-09-03,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.115
391959,393275,5937,301,116.0,,,10,2005-06-29,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.116
135599,136097,2128,301,116.0,5.299,12.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.116
127190,127688,2021,301,117.0,,2.0,0,2004-03-31,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.117
