,Unnamed: 0,FoodID,NutrientID,NutrientValue,NutrientCode,NutrientSymbol,NutrientUnit,NutrientName,Tagname,need,NutrientGroup,dv
222725,222725,3240,418,21.9,418.0,B12,µg,VITAMIN B-12,VITB12,2.4,1.0,9.125
222775,222775,3241,208,118.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,59.0
222820,222820,3242,208,180.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,90.0
222841,222841,3242,601,172.0,601.0,CHOL,mg,CHOLESTEROL,CHOLE,300.0,4.0,0.5733333333333334
222852,222852,3243,208,329.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,164.5
222860,222860,3243,303,4.98,303.0,FE,mg,IRON,FE,8.0,3.0,0.6225
222865,222865,3243,309,5.04,309.0,ZN,mg,ZINC,ZN,9.0,3.0,0.56
222866,222866,3243,312,1.094,312.0,CU,mg,COPPER,CU,0.9,3.0,1.2155555555555555
222867,222867,3243,315,1.73,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.5766666666666667
222920,222920,3244,208,128.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,64.0
222987,222987,3245,208,237.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,118.5
223053,223053,3246,208,260.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,130.0
223119,223119,3247,208,155.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,77.5
223196,223196,3248,208,94.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,47.0
223312,223312,3249,208,121.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,60.5
223386,223386,3250,208,143.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,71.5
223477,223477,3251,208,105.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,52.5
223603,223603,3252,208,339.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,169.5
223612,223612,3252,303,8.7,303.0,FE,mg,IRON,FE,8.0,3.0,1.0875
223618,223618,3252,312,1.0,312.0,CU,mg,COPPER,CU,0.9,3.0,1.1111111111111112
223693,223693,3253,208,130.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,65.0
223784,223784,3254,208,91.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,45.5
223877,223877,3255,208,335.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,167.5
223883,223883,3255,291,24.7,291.0,TDF,g,"FIBRE, TOTAL DIETARY",FIBTG,30.0,2.0,0.8233333333333334
223885,223885,3255,303,5.0,303.0,FE,mg,IRON,FE,8.0,3.0,0.625
223891,223891,3255,312,0.794,312.0,CU,mg,COPPER,CU,0.9,3.0,0.8822222222222222
223949,223949,3256,208,136.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,68.0
224021,224021,3257,208,343.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,171.5
224027,224027,3257,291,25.2,291.0,TDF,g,"FIBRE, TOTAL DIETARY",FIBTG,30.0,2.0,0.84
224094,224094,3258,208,129.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,64.5
224167,224167,3259,208,339.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,169.5
224174,224174,3259,291,20.2,291.0,TDF,g,"FIBRE, TOTAL DIETARY",FIBTG,30.0,2.0,0.6733333333333333
224176,224176,3259,303,5.47,303.0,FE,mg,IRON,FE,8.0,3.0,0.68375
224182,224182,3259,312,0.837,312.0,CU,mg,COPPER,CU,0.9,3.0,0.93
224256,224256,3260,208,118.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,59.0
224328,224328,3261,208,115.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,57.5
224421,224421,3264,208,124.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,62.0
224493,224493,3265,208,81.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,40.5
224605,224605,3266,208,113.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,56.5
224697,224697,3267,208,343.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,171.5
224706,224706,3267,303,6.77,303.0,FE,mg,IRON,FE,8.0,3.0,0.84625
224712,224712,3267,312,0.81,312.0,CU,mg,COPPER,CU,0.9,3.0,0.9
224788,224788,3268,208,149.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,74.5
224879,224879,3269,208,347.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,173.5
224894,224894,3269,303,5.07,303.0,FE,mg,IRON,FE,8.0,3.0,0.63375
224900,224900,3269,312,0.893,312.0,CU,mg,COPPER,CU,0.9,3.0,0.9922222222222222
224978,224978,3270,208,143.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,71.5
225077,225077,3271,208,82.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,41.0
225166,225166,3272,208,336.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,168.0
225172,225172,3272,291,24.9,291.0,TDF,g,"FIBRE, TOTAL DIETARY",FIBTG,30.0,2.0,0.83
225174,225174,3272,303,7.73,303.0,FE,mg,IRON,FE,8.0,3.0,0.96625
225180,225180,3272,312,0.635,312.0,CU,mg,COPPER,CU,0.9,3.0,0.7055555555555556
225238,225238,3273,208,142.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,71.0
225310,225310,3274,208,345.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,172.5
225316,225316,3274,291,25.1,291.0,TDF,g,"FIBRE, TOTAL DIETARY",FIBTG,30.0,2.0,0.8366666666666667
225318,225318,3274,303,7.01,303.0,FE,mg,IRON,FE,8.0,3.0,0.87625
225319,225319,3274,304,222.0,304.0,MG,mg,MAGNESIUM,MG,360.0,3.0,0.6166666666666667
225324,225324,3274,312,0.639,312.0,CU,mg,COPPER,CU,0.9,3.0,0.71
225382,225382,3275,208,144.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,72.0
225454,225454,3276,208,114.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,57.0
225527,225527,3277,208,71.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,35.5
225602,225602,3278,208,222.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,111.0
225608,225608,3278,269,49.08,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,1.636
225609,225609,3278,291,39.8,291.0,TDF,g,"FIBRE, TOTAL DIETARY",FIBTG,30.0,2.0,1.3266666666666669
225617,225617,3278,312,0.571,312.0,CU,mg,COPPER,CU,0.9,3.0,0.6344444444444444
225693,225693,3279,208,88.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,44.0
225772,225772,3280,208,343.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,171.5
225780,225780,3280,303,9.95,303.0,FE,mg,IRON,FE,8.0,3.0,1.24375
225781,225781,3280,304,333.0,304.0,MG,mg,MAGNESIUM,MG,360.0,3.0,0.925
225785,225785,3280,309,6.11,309.0,ZN,mg,ZINC,ZN,9.0,3.0,0.6788888888888889
225786,225786,3280,312,1.059,312.0,CU,mg,COPPER,CU,0.9,3.0,1.1766666666666663
225848,225848,3281,208,117.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,58.5
225924,225924,3282,208,336.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,168.0
225933,225933,3282,303,8.27,303.0,FE,mg,IRON,FE,8.0,3.0,1.03375
225939,225939,3282,312,0.845,312.0,CU,mg,COPPER,CU,0.9,3.0,0.9388888888888888
226015,226015,3283,208,116.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,58.0
226106,226106,3284,208,77.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,38.5
226182,226182,3285,208,83.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,41.5
226258,226258,3286,208,344.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,172.0
226264,226264,3286,291,25.6,291.0,TDF,g,"FIBRE, TOTAL DIETARY",FIBTG,30.0,2.0,0.8533333333333334
226266,226266,3286,303,5.1,303.0,FE,mg,IRON,FE,8.0,3.0,0.6375
226267,226267,3286,304,283.0,304.0,MG,mg,MAGNESIUM,MG,360.0,3.0,0.7861111111111111
226271,226271,3286,309,9.3,309.0,ZN,mg,ZINC,ZN,9.0,3.0,1.0333333333333334
226272,226272,3286,312,1.335,312.0,CU,mg,COPPER,CU,0.9,3.0,1.4833333333333332
226329,226329,3287,208,117.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,58.5
226336,226336,3287,303,4.58,303.0,FE,mg,IRON,FE,8.0,3.0,0.5725
226395,226395,3288,208,338.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,169.0
226402,226402,3288,291,19.0,291.0,TDF,g,"FIBRE, TOTAL DIETARY",FIBTG,30.0,2.0,0.6333333333333333
226404,226404,3288,303,7.51,303.0,FE,mg,IRON,FE,8.0,3.0,0.93875
226405,226405,3288,304,224.0,304.0,MG,mg,MAGNESIUM,MG,360.0,3.0,0.6222222222222222
226410,226410,3288,312,0.74,312.0,CU,mg,COPPER,CU,0.9,3.0,0.8222222222222222
226411,226411,3288,315,1.672,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.5573333333333333
226486,226486,3289,208,115.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,57.5
226577,226577,3290,208,79.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,39.5
226654,226654,3291,208,335.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,167.5
226661,226661,3291,291,20.6,291.0,TDF,g,"FIBRE, TOTAL DIETARY",FIBTG,30.0,2.0,0.6866666666666668
226663,226663,3291,303,6.19,303.0,FE,mg,IRON,FE,8.0,3.0,0.77375
226669,226669,3291,312,0.665,312.0,CU,mg,COPPER,CU,0.9,3.0,0.7388888888888889
226670,226670,3291,315,1.686,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.5619999999999999
226744,226744,3292,208,126.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,63.0
226817,226817,3293,203,36.17,203.0,PROT,g,PROTEIN,PROCNT,60.0,2.0,0.6028333333333333
226821,226821,3293,208,371.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,185.5
226827,226827,3293,291,18.9,291.0,TDF,g,"FIBRE, TOTAL DIETARY",FIBTG,30.0,2.0,0.63
226835,226835,3293,312,1.022,312.0,CU,mg,COPPER,CU,0.9,3.0,1.1355555555555557
226836,226836,3293,315,2.382,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.794
226901,226901,3294,208,119.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,59.5
226977,226977,3295,208,343.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,171.5
226984,226984,3295,303,10.85,303.0,FE,mg,IRON,FE,8.0,3.0,1.35625
226985,226985,3295,304,381.0,304.0,MG,mg,MAGNESIUM,MG,360.0,3.0,1.0583333333333331
226990,226990,3295,312,0.688,312.0,CU,mg,COPPER,CU,0.9,3.0,0.7644444444444444
226991,226991,3295,315,1.82,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.6066666666666667
227038,227038,3296,208,117.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,58.5
227099,227099,3297,208,347.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,173.5
227108,227108,3297,303,6.74,303.0,FE,mg,IRON,FE,8.0,3.0,0.8425
227114,227114,3297,312,0.941,312.0,CU,mg,COPPER,CU,0.9,3.0,1.0455555555555556
227191,227191,3298,208,105.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,52.5
227282,227282,3299,208,352.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,176.0
227372,227372,3300,208,341.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,170.5
227378,227378,3300,291,18.3,291.0,TDF,g,"FIBRE, TOTAL DIETARY",FIBTG,30.0,2.0,0.61
227380,227380,3300,303,7.57,303.0,FE,mg,IRON,FE,8.0,3.0,0.94625
227381,227381,3300,304,267.0,304.0,MG,mg,MAGNESIUM,MG,360.0,3.0,0.7416666666666667
227386,227386,3300,312,0.981,312.0,CU,mg,COPPER,CU,0.9,3.0,1.09
227443,227443,3301,208,105.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,52.5
227530,227530,3302,204,49.66,204.0,FAT,g,FAT (TOTAL LIPIDS),FAT,66.0,2.0,0.7524242424242423
227533,227533,3302,208,587.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,293.5
227555,227555,3302,315,1.786,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.5953333333333334
227657,227657,3303,204,49.6,204.0,FAT,g,FAT (TOTAL LIPIDS),FAT,66.0,2.0,0.7515151515151516
227660,227660,3303,208,570.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,285.0
227674,227674,3303,312,0.9,312.0,CU,mg,COPPER,CU,0.9,3.0,1.0
227675,227675,3303,315,2.64,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.88
227747,227747,3304,204,49.04,204.0,FAT,g,FAT (TOTAL LIPIDS),FAT,66.0,2.0,0.743030303030303
227750,227750,3304,208,579.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,289.5
227764,227764,3304,312,0.661,312.0,CU,mg,COPPER,CU,0.9,3.0,0.7344444444444445
227765,227765,3304,315,2.355,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.785
227822,227822,3305,204,47.58,204.0,FAT,g,FAT (TOTAL LIPIDS),FAT,66.0,2.0,0.7209090909090908
227825,227825,3305,208,570.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,285.0
227839,227839,3305,312,1.171,312.0,CU,mg,COPPER,CU,0.9,3.0,1.301111111111111
227840,227840,3305,315,1.98,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.66
227897,227897,3306,204,51.24,204.0,FAT,g,FAT (TOTAL LIPIDS),FAT,66.0,2.0,0.7763636363636364
227900,227900,3306,208,589.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,294.5
227914,227914,3306,312,0.838,312.0,CU,mg,COPPER,CU,0.9,3.0,0.931111111111111
227915,227915,3306,315,1.721,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.5736666666666667
227972,227972,3307,204,48.75,204.0,FAT,g,FAT (TOTAL LIPIDS),FAT,66.0,2.0,0.7386363636363636
227975,227975,3307,208,563.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,281.5
227990,227990,3307,312,1.112,312.0,CU,mg,COPPER,CU,0.9,3.0,1.2355555555555555
227991,227991,3307,315,1.696,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.5653333333333334
228062,228062,3308,204,48.62,204.0,FAT,g,FAT (TOTAL LIPIDS),FAT,66.0,2.0,0.7366666666666666
228065,228065,3308,208,578.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,289.0
228078,228078,3308,309,6.62,309.0,ZN,mg,ZINC,ZN,9.0,3.0,0.7355555555555555
228079,228079,3308,312,1.273,312.0,CU,mg,COPPER,CU,0.9,3.0,1.4144444444444444
228080,228080,3308,315,2.008,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.6693333333333333
228137,228137,3309,204,49.94,204.0,FAT,g,FAT (TOTAL LIPIDS),FAT,66.0,2.0,0.7566666666666666
228140,228140,3309,208,589.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,294.5
228161,228161,3309,312,0.578,312.0,CU,mg,COPPER,CU,0.9,3.0,0.6422222222222221
228162,228162,3309,315,1.8,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.6
228242,228242,3310,203,52.2,203.0,PROT,g,PROTEIN,PROCNT,60.0,2.0,0.87
228246,228246,3310,208,327.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,163.5
228256,228256,3310,304,370.0,304.0,MG,mg,MAGNESIUM,MG,360.0,3.0,1.0277777777777777
228260,228260,3310,309,5.1,309.0,ZN,mg,ZINC,ZN,9.0,3.0,0.5666666666666667
228261,228261,3310,312,1.8,312.0,CU,mg,COPPER,CU,0.9,3.0,2.0
228262,228262,3310,315,4.9,315.0,MN,mg,MANGANESE,MN,3.0,3.0,1.6333333333333335
228333,228333,3311,203,33.8,203.0,PROT,g,PROTEIN,PROCNT,60.0,2.0,0.5633333333333332
228337,228337,3311,208,428.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,214.0
228345,228345,3311,303,4.74,303.0,FE,mg,IRON,FE,8.0,3.0,0.5925
228350,228350,3311,309,5.99,309.0,ZN,mg,ZINC,ZN,9.0,3.0,0.6655555555555556
228351,228351,3311,312,2.039,312.0,CU,mg,COPPER,CU,0.9,3.0,2.265555555555556
228352,228352,3311,315,4.231,315.0,MN,mg,MANGANESE,MN,3.0,3.0,1.4103333333333332
228412,228412,3312,208,343.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,171.5
228420,228420,3312,303,5.23,303.0,FE,mg,IRON,FE,8.0,3.0,0.65375
228426,228426,3312,312,1.057,312.0,CU,mg,COPPER,CU,0.9,3.0,1.1744444444444444
228427,228427,3312,315,1.791,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.597
228483,228483,3313,208,121.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,60.5
228554,228554,3314,208,90.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,45.0
228679,228679,3315,208,310.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,155.0
228692,228692,3315,307,1465.0,307.0,,mg,SODIUM,,2300.0,4.0,0.6369565217391304
228770,228770,3316,208,257.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,128.5
228799,228799,3316,415,0.828,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,0.6369230769230768
228857,228857,3317,203,35.22,203.0,PROT,g,PROTEIN,PROCNT,60.0,2.0,0.587
228861,228861,3317,208,472.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,236.0
228868,228868,3317,291,17.7,291.0,TDF,g,"FIBRE, TOTAL DIETARY",FIBTG,30.0,2.0,0.59
228876,228876,3317,312,0.828,312.0,CU,mg,COPPER,CU,0.9,3.0,0.92
228877,228877,3317,315,2.158,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.7193333333333333
228948,228948,3318,203,39.58,203.0,PROT,g,PROTEIN,PROCNT,60.0,2.0,0.6596666666666666
228952,228952,3318,208,452.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,226.0
228961,228961,3318,304,228.0,304.0,MG,mg,MAGNESIUM,MG,360.0,3.0,0.6333333333333333
228966,228966,3318,312,1.079,312.0,CU,mg,COPPER,CU,0.9,3.0,1.198888888888889
228967,228967,3318,315,2.184,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.7280000000000001
229027,229027,3319,208,199.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,99.5
229046,229046,3319,307,3728.0,307.0,,mg,SODIUM,,2300.0,4.0,1.6208695652173912
229135,229135,3320,208,212.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,106.0
229144,229144,3320,303,8.6,303.0,FE,mg,IRON,FE,8.0,3.0,1.075
229150,229150,3320,312,0.667,312.0,CU,mg,COPPER,CU,0.9,3.0,0.7411111111111112
229226,229226,3321,208,193.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,96.5
229239,229239,3321,312,0.56,312.0,CU,mg,COPPER,CU,0.9,3.0,0.6222222222222222
229308,229308,3322,203,34.54,203.0,PROT,g,PROTEIN,PROCNT,60.0,2.0,0.5756666666666667
229312,229312,3322,208,436.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,218.0
229321,229321,3322,303,6.37,303.0,FE,mg,IRON,FE,8.0,3.0,0.79625
229322,229322,3322,304,429.0,304.0,MG,mg,MAGNESIUM,MG,360.0,3.0,1.1916666666666669
229327,229327,3322,312,2.92,312.0,CU,mg,COPPER,CU,0.9,3.0,3.2444444444444445
229328,229328,3322,315,2.275,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.7583333333333333
229344,229344,3322,430,70.0,430.0,VITK,µg,VITAMIN K,VITK,120.0,1.0,0.5833333333333334
229399,229399,3323,203,34.8,203.0,PROT,g,PROTEIN,PROCNT,60.0,2.0,0.58
229403,229403,3323,208,441.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,220.5
229412,229412,3323,303,5.82,303.0,FE,mg,IRON,FE,8.0,3.0,0.7275
229413,229413,3323,304,369.0,304.0,MG,mg,MAGNESIUM,MG,360.0,3.0,1.025
229418,229418,3323,312,2.221,312.0,CU,mg,COPPER,CU,0.9,3.0,2.4677777777777776
229419,229419,3323,315,2.077,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.6923333333333334
229435,229435,3323,430,71.0,430.0,VITK,µg,VITAMIN K,VITK,120.0,1.0,0.5916666666666667
229489,229489,3324,203,47.01,203.0,PROT,g,PROTEIN,PROCNT,60.0,2.0,0.7835
229493,229493,3324,208,330.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,165.0
229499,229499,3324,269,18.88,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,0.6293333333333333
229500,229500,3324,291,17.5,291.0,TDF,g,"FIBRE, TOTAL DIETARY",FIBTG,30.0,2.0,0.5833333333333334
229502,229502,3324,303,9.24,303.0,FE,mg,IRON,FE,8.0,3.0,1.155
229503,229503,3324,304,290.0,304.0,MG,mg,MAGNESIUM,MG,360.0,3.0,0.8055555555555556
229508,229508,3324,312,4.065,312.0,CU,mg,COPPER,CU,0.9,3.0,4.516666666666667
229509,229509,3324,315,3.018,315.0,MN,mg,MANGANESE,MN,3.0,3.0,1.006
229580,229580,3325,203,45.51,203.0,PROT,g,PROTEIN,PROCNT,60.0,2.0,0.7585
229584,229584,3325,208,375.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,187.5
229593,229593,3325,303,8.2,303.0,FE,mg,IRON,FE,8.0,3.0,1.025
229594,229594,3325,304,285.0,304.0,MG,mg,MAGNESIUM,MG,360.0,3.0,0.7916666666666666
229599,229599,3325,312,1.6,312.0,CU,mg,COPPER,CU,0.9,3.0,1.777777777777778
229600,229600,3325,315,3.15,315.0,MN,mg,MANGANESE,MN,3.0,3.0,1.05
229601,229601,3325,317,58.9,317.0,SE,µg,SELENIUM,SE,55.0,3.0,1.0709090909090908
229613,229613,3325,415,1.05,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,0.8076923076923077
229689,229689,3326,203,44.95,203.0,PROT,g,PROTEIN,PROCNT,60.0,2.0,0.7491666666666668
229693,229693,3326,208,339.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,169.5
229700,229700,3326,303,13.7,303.0,FE,mg,IRON,FE,8.0,3.0,1.7125
229701,229701,3326,304,306.0,304.0,MG,mg,MAGNESIUM,MG,360.0,3.0,0.85
229705,229705,3326,309,5.06,309.0,ZN,mg,ZINC,ZN,9.0,3.0,0.5622222222222222
229706,229706,3326,312,2.0,312.0,CU,mg,COPPER,CU,0.9,3.0,2.2222222222222223
229707,229707,3326,315,3.8,315.0,MN,mg,MANGANESE,MN,3.0,3.0,1.2666666666666666
229762,229762,3327,203,58.13,203.0,PROT,g,PROTEIN,PROCNT,60.0,2.0,0.9688333333333332
229766,229766,3327,208,331.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,165.5
229772,229772,3327,269,20.0,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,0.6666666666666666
229775,229775,3327,303,10.78,303.0,FE,mg,IRON,FE,8.0,3.0,1.3475
229776,229776,3327,304,315.0,304.0,MG,mg,MAGNESIUM,MG,360.0,3.0,0.875
229781,229781,3327,312,0.976,312.0,CU,mg,COPPER,CU,0.9,3.0,1.0844444444444443
229782,229782,3327,315,4.19,315.0,MN,mg,MANGANESE,MN,3.0,3.0,1.3966666666666667
229842,229842,3328,203,80.69,203.0,PROT,g,PROTEIN,PROCNT,60.0,2.0,1.344833333333333
229846,229846,3328,208,338.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,169.0
229855,229855,3328,303,14.5,303.0,FE,mg,IRON,FE,8.0,3.0,1.8125
229861,229861,3328,312,1.599,312.0,CU,mg,COPPER,CU,0.9,3.0,1.7766666666666666
229937,229937,3329,208,60.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,30.0
229950,229950,3329,307,5586.0,307.0,,mg,SODIUM,,2300.0,4.0,2.428695652173913
230028,230028,3330,208,60.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,30.0
230047,230047,3330,307,6820.0,307.0,,mg,SODIUM,,2300.0,4.0,2.965217391304348
