,Unnamed: 0,FoodID,NutrientID,NutrientValue,NutrientCode,NutrientSymbol,NutrientUnit,NutrientName,Tagname,need,NutrientGroup,dv
70695,70695,1166,208,235.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,117.5
70792,70792,1167,208,286.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,143.0
70906,70906,1171,208,362.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,181.0
70919,70919,1171,307,1300.0,307.0,,mg,SODIUM,,2300.0,4.0,0.5652173913043478
70937,70937,1171,418,5.5,418.0,B12,µg,VITAMIN B-12,VITB12,2.4,1.0,2.291666666666667
71003,71003,1172,208,118.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,59.0
71142,71142,1174,208,230.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,115.0
71239,71239,1175,208,290.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,145.0
71373,71373,1178,208,290.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,145.0
71388,71388,1178,303,9.2,303.0,FE,mg,IRON,FE,8.0,3.0,1.15
71502,71502,1179,208,256.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,128.0
71521,71521,1179,307,1293.0,307.0,,mg,SODIUM,,2300.0,4.0,0.5621739130434783
71539,71539,1179,418,1.961,418.0,B12,µg,VITAMIN B-12,VITB12,2.4,1.0,0.8170833333333334
71638,71638,1182,208,314.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,157.0
71769,71769,1183,208,327.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,163.5
71778,71778,1183,303,11.2,303.0,FE,mg,IRON,FE,8.0,3.0,1.4
71786,71786,1183,317,58.0,317.0,SE,µg,SELENIUM,SE,55.0,3.0,1.0545454545454545
71800,71800,1183,418,20.09,418.0,B12,µg,VITAMIN B-12,VITB12,2.4,1.0,8.370833333333334
71820,71820,1183,601,180.0,601.0,CHOL,mg,CHOLESTEROL,CHOLE,300.0,4.0,0.6
71861,71861,1184,208,265.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,132.5
71952,71952,1185,208,250.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,125.0
71988,71988,1185,418,2.664,418.0,B12,µg,VITAMIN B-12,VITB12,2.4,1.0,1.11
72083,72083,1187,208,222.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,111.0
72215,72215,1190,208,157.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,78.5
72314,72314,1192,208,326.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,163.0
72323,72323,1192,303,6.4,303.0,FE,mg,IRON,FE,8.0,3.0,0.8
72331,72331,1192,317,58.0,317.0,SE,µg,SELENIUM,SE,55.0,3.0,1.0545454545454545
72343,72343,1192,418,13.46,418.0,B12,µg,VITAMIN B-12,VITB12,2.4,1.0,5.608333333333334
72400,72400,1196,208,269.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,134.5
72413,72413,1196,307,1275.0,307.0,,mg,SODIUM,,2300.0,4.0,0.5543478260869565
72488,72488,1198,208,275.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,137.5
72627,72627,1199,208,298.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,149.0
72764,72764,1200,208,250.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,125.0
72801,72801,1200,418,1.69,418.0,B12,µg,VITAMIN B-12,VITB12,2.4,1.0,0.7041666666666667
72897,72897,1202,208,172.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,86.0
72967,72967,1207,208,175.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,87.5
73098,73098,1212,208,265.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,132.5
73131,73131,1212,418,1.346,418.0,B12,µg,VITAMIN B-12,VITB12,2.4,1.0,0.5608333333333334
73198,73198,1216,208,236.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,118.0
73309,73309,1217,208,257.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,128.5
73324,73324,1217,303,51.0,303.0,FE,mg,IRON,FE,8.0,3.0,6.375
73408,73408,1220,208,96.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,48.0
73427,73427,1220,307,1302.0,307.0,,mg,SODIUM,,2300.0,4.0,0.5660869565217391
73519,73519,1222,208,490.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,245.0
73525,73525,1222,269,20.1,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,0.67
73534,73534,1222,312,0.636,312.0,CU,mg,COPPER,CU,0.9,3.0,0.7066666666666667
73535,73535,1222,315,4.155,315.0,MN,mg,MANGANESE,MN,3.0,3.0,1.385
73615,73615,1223,208,382.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,191.0
73625,73625,1223,303,9.09,303.0,FE,mg,IRON,FE,8.0,3.0,1.13625
73626,73626,1223,304,320.0,304.0,MG,mg,MAGNESIUM,MG,360.0,3.0,0.8888888888888888
73630,73630,1223,309,16.67,309.0,ZN,mg,ZINC,ZN,9.0,3.0,1.8522222222222224
73631,73631,1223,312,0.62,312.0,CU,mg,COPPER,CU,0.9,3.0,0.6888888888888889
73632,73632,1223,315,19.956,315.0,MN,mg,MANGANESE,MN,3.0,3.0,6.652
73633,73633,1223,317,65.0,317.0,SE,µg,SELENIUM,SE,55.0,3.0,1.181818181818182
73645,73645,1223,415,0.978,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,0.7523076923076922
73707,73707,1224,208,370.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,185.0
73795,73795,1225,208,52.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,26.0
73882,73882,1228,208,371.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,185.5
73968,73968,1229,208,59.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,29.5
74053,74053,1230,208,386.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,193.0
74059,74059,1230,269,17.0,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,0.5666666666666667
74100,74100,1231,208,394.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,197.0
74111,74111,1231,269,31.87,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,1.0623333333333334
74115,74115,1231,303,18.52,303.0,FE,mg,IRON,FE,8.0,3.0,2.315
74122,74122,1231,315,2.674,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.8913333333333333
74229,74229,1232,208,331.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,165.5
74244,74244,1232,303,13.51,303.0,FE,mg,IRON,FE,8.0,3.0,1.68875
74249,74249,1232,309,5.7,309.0,ZN,mg,ZINC,ZN,9.0,3.0,0.6333333333333333
74251,74251,1232,315,2.981,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.9936666666666666
74263,74263,1232,415,1.212,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,0.9323076923076924
74353,74353,1235,208,395.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,197.5
74359,74359,1235,269,46.67,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,1.5556666666666668
74362,74362,1235,303,13.3,303.0,FE,mg,IRON,FE,8.0,3.0,1.6625
74397,74397,1236,208,399.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,199.5
74406,74406,1236,303,13.3,303.0,FE,mg,IRON,FE,8.0,3.0,1.6625
74443,74443,1238,208,324.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,162.0
74449,74449,1238,269,22.0,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,0.7333333333333333
74452,74452,1238,303,13.3,303.0,FE,mg,IRON,FE,8.0,3.0,1.6625
74485,74485,1239,208,320.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,160.0
74491,74491,1239,269,25.0,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,0.8333333333333334
74494,74494,1239,303,13.3,303.0,FE,mg,IRON,FE,8.0,3.0,1.6625
74524,74524,1240,208,459.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,229.5
74535,74535,1240,269,22.25,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,0.7416666666666667
74546,74546,1240,315,2.07,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.69
74647,74647,1242,208,392.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,196.0
74662,74662,1242,303,18.51,303.0,FE,mg,IRON,FE,8.0,3.0,2.31375
74682,74682,1242,415,0.87,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,0.6692307692307692
74773,74773,1244,208,387.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,193.5
74788,74788,1244,312,0.509,312.0,CU,mg,COPPER,CU,0.9,3.0,0.5655555555555556
74789,74789,1244,315,3.111,315.0,MN,mg,MANGANESE,MN,3.0,3.0,1.037
74822,74822,1247,208,361.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,180.5
74837,74837,1247,303,15.46,303.0,FE,mg,IRON,FE,8.0,3.0,1.9325
74844,74844,1247,315,1.997,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.6656666666666667
74854,74854,1247,415,0.839,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,0.6453846153846153
74944,74944,1248,208,396.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,198.0
74955,74955,1248,269,40.81,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,1.3603333333333334
74959,74959,1248,303,14.75,303.0,FE,mg,IRON,FE,8.0,3.0,1.84375
74979,74979,1248,415,0.865,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,0.6653846153846154
75069,75069,1249,208,355.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,177.5
75084,75084,1249,303,16.94,303.0,FE,mg,IRON,FE,8.0,3.0,2.1175
75091,75091,1249,315,2.31,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.77
75194,75194,1251,208,378.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,189.0
75205,75205,1251,269,29.62,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,0.9873333333333334
75209,75209,1251,303,12.03,303.0,FE,mg,IRON,FE,8.0,3.0,1.50375
75229,75229,1251,415,0.799,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,0.6146153846153847
75319,75319,1253,208,362.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,181.0
75328,75328,1253,303,13.3,303.0,FE,mg,IRON,FE,8.0,3.0,1.6625
75335,75335,1253,315,2.43,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.81
75366,75366,1256,208,389.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,194.5
75377,75377,1256,269,32.32,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,1.0773333333333333
75381,75381,1256,303,14.36,303.0,FE,mg,IRON,FE,8.0,3.0,1.795
75388,75388,1256,315,2.309,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.7696666666666667
75490,75490,1257,208,395.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,197.5
75501,75501,1257,269,31.56,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,1.052
75505,75505,1257,303,15.31,303.0,FE,mg,IRON,FE,8.0,3.0,1.91375
75525,75525,1257,415,0.781,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,0.6007692307692307
75615,75615,1258,208,385.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,192.5
75626,75626,1258,269,20.88,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,0.696
75630,75630,1258,303,14.44,303.0,FE,mg,IRON,FE,8.0,3.0,1.805
75637,75637,1258,315,2.844,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.948
75739,75739,1259,208,389.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,194.5
75750,75750,1259,269,37.98,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,1.2659999999999998
75754,75754,1259,303,16.54,303.0,FE,mg,IRON,FE,8.0,3.0,2.0675
75761,75761,1259,315,2.157,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.719
75864,75864,1260,208,395.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,197.5
75870,75870,1260,269,23.98,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,0.7993333333333333
75871,75871,1260,291,33.9,291.0,TDF,g,"FIBRE, TOTAL DIETARY",FIBTG,30.0,2.0,1.13
75873,75873,1260,303,13.3,303.0,FE,mg,IRON,FE,8.0,3.0,1.6625
75934,75934,1262,208,422.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,211.0
75945,75945,1262,269,31.17,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,1.039
75949,75949,1262,303,14.06,303.0,FE,mg,IRON,FE,8.0,3.0,1.7575
75956,75956,1262,315,1.967,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.6556666666666667
75968,75968,1262,415,0.843,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,0.6484615384615384
76057,76057,1263,208,344.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,172.0
76070,76070,1263,291,44.5,291.0,TDF,g,"FIBRE, TOTAL DIETARY",FIBTG,30.0,2.0,1.4833333333333334
76072,76072,1263,303,13.32,303.0,FE,mg,IRON,FE,8.0,3.0,1.665
76079,76079,1263,315,2.291,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.7636666666666666
76092,76092,1263,415,1.03,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,0.7923076923076923
76181,76181,1264,208,377.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,188.5
76196,76196,1264,303,16.05,303.0,FE,mg,IRON,FE,8.0,3.0,2.00625
76215,76215,1264,415,0.818,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,0.6292307692307691
76304,76304,1265,208,393.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,196.5
76319,76319,1265,303,8.99,303.0,FE,mg,IRON,FE,8.0,3.0,1.12375
76339,76339,1265,415,0.949,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,0.73
76429,76429,1266,208,392.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,196.0
76445,76445,1266,315,2.256,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.7519999999999999
76446,76446,1266,317,45.1,317.0,SE,µg,SELENIUM,SE,55.0,3.0,0.8200000000000001
76478,76478,1267,208,389.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,194.5
76493,76493,1267,303,13.69,303.0,FE,mg,IRON,FE,8.0,3.0,1.71125
76500,76500,1267,315,2.129,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.7096666666666667
76501,76501,1267,317,46.5,317.0,SE,µg,SELENIUM,SE,55.0,3.0,0.8454545454545455
76512,76512,1267,415,0.789,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,0.6069230769230769
76602,76602,1268,208,386.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,193.0
76613,76613,1268,269,36.16,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,1.2053333333333331
76617,76617,1268,303,17.12,303.0,FE,mg,IRON,FE,8.0,3.0,2.14
76637,76637,1268,415,0.878,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,0.6753846153846154
76727,76727,1269,208,380.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,190.0
76738,76738,1269,269,33.2,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,1.106666666666667
76742,76742,1269,303,10.73,303.0,FE,mg,IRON,FE,8.0,3.0,1.34125
76852,76852,1270,208,393.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,196.5
76863,76863,1270,269,52.16,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,1.7386666666666666
76887,76887,1270,415,1.015,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,0.7807692307692307
76981,76981,1271,208,390.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,195.0
76991,76991,1271,269,20.04,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,0.6679999999999999
76995,76995,1271,303,10.3,303.0,FE,mg,IRON,FE,8.0,3.0,1.2875
77002,77002,1271,315,3.638,315.0,MN,mg,MANGANESE,MN,3.0,3.0,1.2126666666666666
77103,77103,1275,208,380.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,190.0
77114,77114,1275,269,16.61,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,0.5536666666666666
77118,77118,1275,303,10.93,303.0,FE,mg,IRON,FE,8.0,3.0,1.36625
77125,77125,1275,315,3.42,315.0,MN,mg,MANGANESE,MN,3.0,3.0,1.14
77226,77226,1276,208,359.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,179.5
77241,77241,1276,303,4.57,303.0,FE,mg,IRON,FE,8.0,3.0,0.57125
77247,77247,1276,312,0.53,312.0,CU,mg,COPPER,CU,0.9,3.0,0.5888888888888889
77248,77248,1276,315,2.376,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.7919999999999999
77353,77353,1278,208,397.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,198.5
77368,77368,1278,312,0.607,312.0,CU,mg,COPPER,CU,0.9,3.0,0.6744444444444444
77369,77369,1278,315,3.308,315.0,MN,mg,MANGANESE,MN,3.0,3.0,1.102666666666667
77403,77403,1279,208,360.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,180.0
77424,77424,1279,312,0.545,312.0,CU,mg,COPPER,CU,0.9,3.0,0.6055555555555556
77425,77425,1279,315,2.285,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.7616666666666667
77531,77531,1280,208,362.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,181.0
77552,77552,1280,312,0.646,312.0,CU,mg,COPPER,CU,0.9,3.0,0.7177777777777777
77553,77553,1280,315,1.953,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.651
77659,77659,1291,208,402.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,201.0
77668,77668,1291,303,4.6,303.0,FE,mg,IRON,FE,8.0,3.0,0.575
77695,77695,1292,208,395.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,197.5
77710,77710,1292,312,0.8,312.0,CU,mg,COPPER,CU,0.9,3.0,0.888888888888889
77731,77731,1293,208,409.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,204.5
77742,77742,1293,269,38.15,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,1.2716666666666667
77746,77746,1293,303,18.49,303.0,FE,mg,IRON,FE,8.0,3.0,2.31125
77753,77753,1293,315,2.348,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.7826666666666666
77766,77766,1293,415,0.8,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,0.6153846153846154
77855,77855,1295,208,398.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,199.0
77866,77866,1295,269,19.32,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,0.644
77870,77870,1295,303,16.11,303.0,FE,mg,IRON,FE,8.0,3.0,2.01375
77877,77877,1295,315,2.127,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.709
77889,77889,1295,415,0.779,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,0.5992307692307692
77978,77978,1300,208,401.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,200.5
78054,78054,1301,208,398.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,199.0
78062,78062,1301,303,13.3,303.0,FE,mg,IRON,FE,8.0,3.0,1.6625
78096,78096,1303,208,371.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,185.5
78129,78129,1305,208,383.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,191.5
78251,78251,1314,208,409.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,204.5
78262,78262,1314,269,19.53,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,0.651
78266,78266,1314,303,24.94,303.0,FE,mg,IRON,FE,8.0,3.0,3.1175
78271,78271,1314,309,5.22,309.0,ZN,mg,ZINC,ZN,9.0,3.0,0.58
78286,78286,1314,415,0.965,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,0.7423076923076922
78376,78376,1317,208,270.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,135.0
78387,78387,1317,269,18.0,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,0.6
78388,78388,1317,291,43.0,291.0,TDF,g,"FIBRE, TOTAL DIETARY",FIBTG,30.0,2.0,1.4333333333333331
78390,78390,1317,303,13.3,303.0,FE,mg,IRON,FE,8.0,3.0,1.6625
78391,78391,1317,304,313.0,304.0,MG,mg,MAGNESIUM,MG,360.0,3.0,0.8694444444444445
78396,78396,1317,312,0.8,312.0,CU,mg,COPPER,CU,0.9,3.0,0.888888888888889
78397,78397,1317,315,6.5,315.0,MN,mg,MANGANESE,MN,3.0,3.0,2.1666666666666665
78408,78408,1317,415,0.83,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,0.6384615384615384
78428,78428,1325,208,460.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,230.0
78434,78434,1325,269,19.05,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,0.635
78464,78464,1326,208,386.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,193.0
78497,78497,1327,208,382.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,191.0
78503,78503,1327,269,21.8,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,0.7266666666666667
78533,78533,1328,208,400.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,200.0
78539,78539,1328,269,18.18,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,0.606
78569,78569,1331,208,381.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,190.5
78580,78580,1331,269,20.77,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,0.6923333333333334
78591,78591,1331,315,3.472,315.0,MN,mg,MANGANESE,MN,3.0,3.0,1.157333333333333
78592,78592,1331,317,50.3,317.0,SE,µg,SELENIUM,SE,55.0,3.0,0.9145454545454544
78691,78691,1332,208,412.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,206.0
78725,78725,1333,208,436.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,218.0
78731,78731,1333,269,23.64,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,0.788
78761,78761,1334,208,436.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,218.0
78767,78767,1334,269,16.63,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,0.5543333333333333
78797,78797,1335,208,431.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,215.5
78808,78808,1335,269,25.35,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,0.8450000000000001
78819,78819,1335,315,1.846,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.6153333333333334
78921,78921,1336,208,435.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,217.5
78927,78927,1336,269,36.86,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,1.2286666666666666
78937,78937,1336,315,1.761,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.587
78969,78969,1337,208,460.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,230.0
78975,78975,1337,269,34.7,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,1.1566666666666667
78984,78984,1337,312,0.596,312.0,CU,mg,COPPER,CU,0.9,3.0,0.6622222222222222
78985,78985,1337,315,2.059,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.6863333333333334
79017,79017,1338,208,341.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,170.5
79039,79039,1338,315,3.074,315.0,MN,mg,MANGANESE,MN,3.0,3.0,1.0246666666666666
79040,79040,1338,317,94.5,317.0,SE,µg,SELENIUM,SE,55.0,3.0,1.7181818181818185
